10
0F
0D
0C
0D
0E
0D
0C
0D
0F
10
13
15
18
1B
1D
1D
20
24
25
25
27
28
29
2A
2A
2A
2C
30
31
2F
2F
2F
2D
2B
2B
29
2A
2C
2B
2B
2D
2E
30
33
34
36
38
3A
3E
40
42
44
45
46
49
4A
4B
4A
49
46
42
41
42
43
43
44
44
44
44
43
44
45
46
48
49
47
45
41
41
41
40
3F
3E
3F
40
3F
3D
39
38
38
38
37
35
33
30
2F
2E
2F
31
32
34
36
39
39
3D
40
44
46
47
48
49
48
45
43
42
42
42
40
3E
3B
38
36
34
32
30
31
31
31
32
32
32
34
33
34
32
30
31
32
30
2E
2C
2A
2A
2A
28
28
28
27
26
26
27
26
22
20
1F
1E
1D
1B
19
19
17
16
13
0F
0E
0E
0D
09
06
02
00
FC
F8
F4
F0
EC
E9
E7
E4
E2
DF
DD
D8
D6
D5
D1
CE
CB
CA
C7
C4
C1
BE
BC
BB
B9
B8
B6
B5
B5
B6
B5
B2
B2
B2
B2
B0
B0
B1
B2
B1
B0
B1
B2
B2
B1
B0
AE
AB
A9
A7
A5
A5
A8
AB
AD
AE
AE
AC
A9
A6
A2
A0
00
06
0D
13
18
1A
14
11
10
0F
0E
0E
0F
0E
0D
0E
10
12
14
16
19
1C
1E
1F
22
25
26
27
28
29
2A
2C
2D
2B
2E
32
33
31
31
30
2F
2C
2C
2B
2C
2E
2D
2E
30
30
32
35
36
38
3A
3C
40
42
44
47
47
49
4B
4C
4C
4B
4B
49
45
44
45
47
46
46
47
47
47
46
47
47
49
4B
4B
49
47
44
44
43
43
41
40
41
42
40
3E
3C
3A
3A
3A
39
38
36
33
32
30
31
33
34
36
38
3B
3C
3F
42
46
48
48
4A
4B
4A
47
44
44
43
43
42
40
3D
3B
38
36
34
32
33
34
34
35
35
35
37
36
36
35
33
34
35
33
31
2E
2D
2C
2B
2A
2A
2A
29
28
28
29
27
23
22
20
20
1F
1D
1B
1B
19
18
15
11
10
10
0F
0B
08
04
02
FE
F9
F6
F2
ED
EA
E8
E6
E3
E1
DE
DA
D7
D6
D2
CF
CC
CB
C8
C5
C3
C0
BD
BC
BA
B9
B8
B6
B6
B6
B5
B4
B3
B3
B3
B1
B0
B2
B3
B2
B1
B2
B3
B2
B2
B0
AE
AC
AA
A7
A5
A5
A9
AC
AE
AE
AF
AD
AA
A7
A3
A1
FD
02
08
0F
15
16
0E
0B
0B
0A
09
0A
0B
0A
0A
0B
0C
0E
12
14
16
18
1A
1B
1F
21
23
25
26
26
27
2B
2B
2A
2A
2C
2F
2D
2C
2C
29
27
26
27
29
2A
2B
29
2A
2C
2E
31
32
35
37
39
3B
3C
3F
42
43
45
47
47
47
47
46
45
42
41
42
42
40
41
41
42
45
44
42
42
46
47
46
43
41
3F
3F
3E
3E
3E
3D
3B
3B
3B
38
38
37
37
37
37
36
33
31
30
2E
2F
2F
32
33
33
35
38
3A
3D
40
41
41
43
43
43
3F
3C
3D
3C
3A
39
39
37
36
35
34
31
2F
2F
2F
2E
2F
31
32
34
33
33
32
30
30
32
31
2C
2A
28
27
27
27
25
26
26
25
23
23
22
1F
1D
1C
1C
1D
1A
17
18
17
14
11
0D
0B
09
09
06
03
00
FE
FA
F5
F2
ED
E8
E4
E3
E1
DE
DB
D9
D7
D4
D3
CF
CB
C8
C7
C5
C2
C0
BE
BB
B9
B8
B6
B5
B5
B4
B3
B2
B0
AF
B0
B0
AF
AE
AF
AF
AF
AF
B0
B1
AF
AE
AD
AB
A9
A9
A6
A3
A3
A7
AB
AC
AC
AD
AC
A9
A6
A2
A0
FA
FF
05
0B
11
13
0C
08
08
06
06
07
08
08
07
08
0A
0C
0E
11
14
15
17
1A
1D
20
22
23
25
25
25
28
29
29
29
2B
2C
2A
2A
2B
27
25
25
26
27
28
29
28
29
29
2B
2E
30
32
33
35
36
37
3B
3E
3F
42
44
45
44
44
43
43
42
3F
3F
3F
3C
3C
3D
3D
3E
3D
3D
40
43
43
43
3E
3D
3D
3C
3A
3A
3B
3A
39
38
37
35
35
35
35
36
37
34
31
30
2F
2D
2C
2C
2E
31
33
33
34
36
3A
3D
3E
3F
3F
3F
3E
3A
38
39
3A
38
38
36
35
36
34
32
2F
2D
2E
2D
2B
2C
2F
31
33
31
30
2F
2F
2F
2D
2D
29
27
25
25
25
24
24
22
22
22
22
23
22
1E
1C
1A
19
19
19
17
17
14
11
0F
0C
09
07
05
02
01
FF
FC
F9
F4
F0
EB
E7
E4
E3
E0
DC
D9
D8
D6
D3
D1
CD
C9
C6
C4
C2
C1
BF
BC
B9
B8
B7
B6
B3
B2
B1
B1
B0
AF
AE
AF
AE
AE
AD
AE
AE
AE
AF
AF
B0
AE
AD
AC
A9
A7
A6
A4
A3
A3
A7
AA
AB
AB
AD
AB
A8
A5
A1
9F
FA
FE
04
0A
10
12
0C
07
06
05
04
05
07
06
04
07
08
09
0A
0E
12
15
17
19
1C
1E
1F
20
24
24
25
25
26
26
28
2A
2A
2A
2A
2C
28
26
26
25
25
26
27
27
28
2A
2A
2D
2F
31
31
31
32
35
38
3A
3C
3D
3E
41
42
42
41
3F
3D
3D
3D
3C
39
38
37
38
3A
39
3B
3D
40
41
40
3D
3B
3B
3B
39
39
39
37
36
36
34
34
34
34
33
33
34
32
2F
2F
30
2E
2C
2B
2D
2F
31
32
32
34
37
39
3A
3C
3B
3A
39
38
37
39
39
37
38
37
36
35
34
32
30
2F
2E
2D
2C
2B
2E
31
31
30
2F
2C
2C
2C
2B
2A
27
25
24
24
22
20
20
20
20
21
21
21
20
1D
1B
18
17
17
17
18
17
15
12
0F
0B
08
06
05
03
01
FD
FB
F7
F3
EF
EA
E7
E4
E1
DD
DA
D8
D7
D6
D4
D0
CC
C8
C5
C3
C1
BF
BD
BB
B9
B7
B5
B4
B1
AF
AE
AE
AE
AD
AC
AD
AC
AB
AB
AB
AC
AD
AE
AE
AE
AD
AC
AB
A9
A6
A4
A3
A2
A2
A5
A8
AA
AB
AD
AB
A8
A5
A1
9F
F6
FB
00
06
0C
0F
09
06
04
04
04
05
06
03
02
03
03
04
07
0C
11
14
17
1A
1A
1B
1C
1E
20
21
22
23
24
24
26
27
28
29
2A
2A
27
25
24
23
23
25
25
26
27
27
29
2A
2A
2D
2E
2D
2F
33
33
35
37
37
39
3C
3D
3D
3E
3B
39
39
39
37
35
34
33
34
37
38
3A
3D
3F
40
3D
3B
3A
39
37
35
35
35
33
34
33
30
30
30
31
31
31
32
31
30
2E
2D
2C
2B
2B
2B
2C
30
31
31
33
35
37
37
39
3A
38
36
35
34
35
35
34
36
38
35
34
32
30
2E
2E
2E
2D
2B
2B
2E
2F
2F
2E
2E
2B
2B
2B
2A
28
27
25
24
23
21
1F
1F
20
20
1E
1F
1F
1C
1B
19
15
15
14
13
14
14
12
10
0D
09
05
04
02
00
FE
FB
F8
F3
F0
EC
E8
E4
DF
DC
D9
D7
D6
D4
D2
CF
CC
C8
C4
C1
C0
BE
BB
B9
B6
B4
B2
B1
B0
AE
AD
AC
AC
AB
AA
A9
AA
A9
A8
A8
A9
AA
AB
AB
AB
AA
AA
A9
A8
A7
A4
A1
9F
9F
9F
A1
A5
A8
AA
AB
AA
A7
A4
9F
9D
F5
FA
FF
04
0B
0D
07
03
01
01
02
03
04
02
01
01
02
04
06
0A
0F
13
17
18
1A
1C
1C
1D
1F
21
22
23
23
23
24
25
27
27
29
2A
28
26
26
24
24
25
26
26
27
26
27
28
28
29
2C
2B
2D
30
31
32
33
33
37
38
38
38
38
36
34
33
36
36
33
33
35
34
35
37
3A
3A
3C
3D
3C
39
38
36
34
33
34
34
32
32
33
31
31
30
30
30
31
33
33
31
2E
2C
2B
2A
2A
2B
2C
2F
2F
30
31
34
36
37
38
38
39
38
35
33
34
35
33
35
38
36
34
32
30
30
2E
2E
2D
2C
2E
30
32
32
30
30
2D
2A
2B
2C
29
26
25
24
23
23
21
22
22
21
20
20
1F
1D
1C
1A
17
16
16
15
14
13
11
0E
0B
08
06
04
01
FE
FC
FA
F7
F2
EF
EB
E7
E2
DE
D9
D7
D7
D5
D3
D0
CD
C9
C6
C1
BE
BC
BB
B9
B7
B5
B2
AF
AE
AD
AD
AB
AA
AA
AA
A8
A7
A8
A8
A7
A7
A8
A8
A9
A9
A9
AA
A9
A7
A6
A6
A4
A1
9E
9D
9E
A1
A3
A6
A9
AB
A9
A6
A3
9E
9C
F5
FA
FF
05
0B
0D
08
04
02
00
01
02
03
01
01
02
04
05
06
0A
0F
12
15
17
1A
1C
1E
20
20
20
21
24
25
25
25
26
28
28
29
2A
28
26
25
24
24
25
26
27
27
27
27
29
29
2A
2C
2C
2E
2F
30
31
33
36
39
3A
38
37
37
37
35
33
36
35
33
34
33
34
36
38
39
38
3B
3D
3C
38
37
34
35
35
36
33
32
32
32
31
30
30
30
30
31
34
33
32
31
30
2D
2C
2C
2F
31
32
32
33
34
37
38
3A
3B
3A
3A
39
39
38
39
39
38
37
38
37
37
37
33
32
32
32
31
32
33
35
36
36
34
34
32
2E
2E
2F
2C
28
28
27
26
25
25
25
24
24
23
23
22
21
1F
1C
1A
18
18
18
16
14
13
10
0E
0D
0A
07
03
FF
FE
FC
F9
F4
F0
ED
E8
E4
E0
DD
D9
D7
D6
D4
D1
CE
CA
C5
C0
BD
BD
BA
B8
B6
B4
B2
AF
AF
AE
AD
AD
AB
AB
AA
A9
A9
A9
AA
A9
A8
A8
A9
A9
AA
AA
AB
AA
A9
A8
A7
A5
A2
9F
9E
9E
A1
A3
A6
A9
AA
A8
A5
A2
9D
9C
F8
FD
01
08
0E
10
0B
07
05
03
02
03
03
04
03
05
08
09
0A
0E
12
15
16
18
1A
1C
1D
20
21
21
22
25
27
27
27
28
2A
29
2A
2A
27
24
24
25
24
24
27
28
28
28
29
2A
2A
2B
2C
2F
30
2F
30
32
36
39
3B
3A
3A
3A
3B
3C
39
35
36
37
35
35
36
35
36
38
38
39
3C
3E
3C
39
37
36
37
36
37
36
33
34
34
30
30
30
30
30
31
33
32
32
32
33
2F
2D
2E
31
33
35
35
35
35
38
39
3B
3A
39
3B
3B
3C
3C
3D
3D
3C
3B
3C
3A
3A
3A
38
36
35
35
34
35
37
39
37
37
36
35
34
31
31
32
31
2E
2B
29
28
28
28
28
27
27
27
27
27
26
24
20
1D
1C
1B
1A
1A
18
16
13
11
11
0D
09
06
03
00
FE
FC
F7
F2
EE
EB
E7
E3
DF
DD
D9
D6
D5
D2
CF
CB
C7
C3
C0
BF
BD
BA
B7
B4
B1
AF
AF
AE
AD
AD
AC
AC
AA
A9
A9
AA
AA
A9
A8
A9
AA
AA
AB
AB
AC
AC
AB
AA
A8
A6
A3
A1
A0
A1
A3
A5
A8
AA
AB
AA
A7
A4
9F
9E
FA
FF
04
0B
11
14
0D
08
05
04
03
03
04
04
05
07
09
0A
0C
10
14
16
17
18
1B
1C
1E
20
21
21
23
26
27
27
26
28
2A
2B
2B
2A
27
27
27
26
25
26
27
28
29
29
2A
2B
2C
2C
2F
2F
30
32
32
34
38
3A
3B
3A
3A
3A
3A
3A
38
36
36
37
36
35
37
38
39
38
38
39
3D
3F
3D
3B
3A
3A
3A
38
38
38
35
34
33
32
31
31
32
31
32
33
34
34
34
34
32
32
33
34
36
3A
38
37
38
3A
3B
3C
3B
3A
3B
3C
3C
3C
3D
3D
3C
3D
3E
3C
3B
3B
3A
38
38
38
36
37
38
39
39
39
38
37
38
37
36
34
33
31
2D
2B
2A
2A
2A
2B
2A
2A
2C
2A
29
28
27
23
1F
1D
1E
1E
1E
1D
1A
18
15
12
0E
0A
07
03
01
00
FE
F8
F4
F2
EE
E9
E6
E1
DE
DA
D7
D5
D3
D1
CD
C9
C6
C3
C1
BE
BB
B8
B4
B1
B0
B0
AF
AF
AD
AD
AD
AB
AA
AA
AA
A9
A8
A8
A9
AA
AB
AC
AC
AD
AD
AC
AB
A9
A7
A4
A1
A0
A2
A4
A7
A9
AB
AC
AA
A8
A4
A0
9E
FB
00
06
0D
13
15
0E
08
06
05
04
05
05
05
05
08
0A
0B
0E
11
13
16
17
18
1A
1D
20
21
21
22
23
26
26
23
25
27
2A
2C
2C
2B
29
29
28
27
27
28
27
28
28
29
2A
2B
2C
2E
2F
31
31
30
32
34
36
39
3D
3C
3B
39
38
37
35
35
34
35
34
35
36
36
37
37
38
3A
3D
3F
3F
3D
3D
3A
39
38
38
37
34
33
32
32
32
33
33
33
34
35
36
35
34
34
32
32
34
35
38
3C
3A
39
39
3C
3D
3D
3E
3E
3E
3D
3B
3C
3F
3E
3D
3E
40
3E
3D
3C
3A
39
3B
3B
38
37
38
39
3A
3A
38
38
39
38
37
36
34
31
2E
2D
2B
2A
2A
2A
29
2A
2C
2A
29
28
26
25
22
20
20
20
1F
1E
1D
1A
18
14
11
0C
08
05
03
01
FF
FA
F5
F4
F1
EC
E7
E4
E2
DE
D9
D7
D5
D2
CF
CB
C7
C4
C2
BF
BC
BA
B6
B4
B2
B0
AF
AE
AD
AC
AB
AA
AA
AA
AB
AA
A9
A8
A9
AA
AB
AC
AC
AD
AD
AC
AC
AA
A7
A4
A1
A0
A1
A4
A6
A9
AB
AC
AA
A7
A4
9F
9E
FD
02
09
0F
15
17
11
0B
08
08
06
08
09
09
07
08
0B
0E
10
12
13
16
18
19
1B
1E
21
22
23
23
24
25
25
24
26
29
2A
2A
2D
2E
2A
29
28
28
28
29
29
29
2A
29
2C
2D
2C
30
31
31
31
32
32
32
35
39
3C
3C
3B
3A
38
37
35
34
34
36
37
38
38
38
3A
3B
3C
3F
40
40
41
42
41
3E
3B
3A
3A
37
36
34
34
35
35
35
35
36
35
36
38
37
36
36
35
35
36
37
38
3B
3B
3A
3A
3B
3F
3F
40
40
3F
3D
3C
3E
41
42
40
3F
3F
40
3F
3E
3E
3E
3F
3F
3D
3A
3A
3C
3C
3D
3C
3B
3B
3A
38
37
35
31
2F
2E
2C
2C
2B
2B
29
2A
2A
29
29
29
28
27
24
23
24
23
21
1F
1E
1D
1C
18
13
0F
0B
09
07
02
00
FD
F9
F7
F6
F1
EB
E7
E5
E0
DC
DA
D8
D5
D2
CE
CA
C7
C4
C2
BE
BC
B8
B5
B4
B1
B0
AF
AE
AD
AC
AB
AB
AB
AB
AB
AA
A9
AA
AA
AB
AB
AC
AD
AD
AD
AC
AC
A8
A5
A3
A2
A3
A5
A7
AA
AC
AC
AA
A8
A5
A0
9E
00
06
0D
13
19
1B
15
10
0D
0C
0A
0C
0E
0D
0B
0D
0F
10
13
16
18
19
19
1B
1C
1F
22
25
27
26
26
27
27
27
29
2B
2B
2C
2E
2F
2B
2A
2A
2A
29
2A
2A
2A
2B
2B
2E
30
2F
31
32
33
34
34
35
36
38
3A
3C
3D
3E
3D
3A
38
37
36
37
38
39
39
39
3B
3D
3D
3E
40
41
41
42
42
41
3F
3C
39
39
37
36
35
36
36
37
36
37
36
35
38
39
38
38
38
39
3A
3C
3C
3C
3D
3D
3E
3E
40
44
43
43
42
43
42
41
43
45
45
44
43
43
43
43
41
41
41
41
42
40
3F
3E
3F
3F
40
40
3E
3E
3D
3A
38
37
35
34
32
30
2E
2D
2D
2C
2B
2C
2B
2C
2B
2A
28
26
25
25
25
23
21
21
20
1E
1A
15
12
0E
0D
0B
06
03
FF
FB
FA
F7
F2
ED
EA
E7
E3
E1
DE
DA
D7
D5
D0
CD
C9
C7
C4
C0
BD
BA
B7
B4
B2
B1
AF
AE
AE
AD
AC
AB
AB
AB
AB
AA
A9
AB
AB
AC
AD
AD
AE
AD
AD
AC
AC
AA
A7
A5
A5
A5
A7
A9
AC
AE
AF
AD
AB
A8
A3
A1
FF
05
0C
12
18
1A
15
11
0E
0E
0B
0B
0D
0D
0B
0C
10
11
13
15
17
19
1A
1B
1C
1F
22
24
26
27
26
27
27
28
29
2B
2C
2D
2F
30
2D
2B
2B
2A
29
29
2A
2B
2D
2C
2E
2F
30
31
31
32
32
33
36
38
38
39
3C
3D
3D
3D
3A
38
37
37
39
39
38
39
39
3A
3C
3C
3D
40
43
44
44
44
40
40
3D
39
39
38
37
37
37
37
36
36
37
37
38
3B
3B
3B
3A
3A
3B
3A
3B
3C
3C
3C
3E
3E
3E
40
45
45
44
45
46
46
45
46
47
46
45
44
46
45
45
45
45
44
45
46
44
42
42
43
44
44
43
41
40
3E
3C
3A
39
35
35
34
33
31
30
2F
2E
2D
2D
2C
2B
2D
2C
2A
27
27
27
26
24
22
23
21
1F
1A
18
14
10
0D
0B
08
05
00
FC
FA
F8
F3
ED
EA
E8
E4
E2
DF
DB
D8
D6
D2
CE
CB
C9
C6
C2
BF
BC
B9
B7
B4
B2
B0
AF
AE
AD
AC
AC
AC
AC
AC
AB
AA
AB
AB
AD
AE
AF
AE
AD
AD
AC
AB
A9
A7
A5
A3
A4
A7
A9
AC
AE
B0
AE
AC
A9
A4
A2
FE
03
0A
10
16
18
13
0D
0A
08
07
08
09
08
07
08
0B
0E
10
13
14
17
18
18
1A
1D
1F
21
23
24
24
25
25
26
27
28
2A
2B
2C
2E
2C
29
28
27
26
26
29
29
2A
2A
2B
2B
2C
2F
2F
2E
2F
31
32
35
37
37
39
3B
3C
3A
37
36
36
36
36
35
36
37
38
38
3A
39
3B
3F
43
44
43
43
40
3D
3B
39
39
38
38
37
36
35
34
34
35
36
39
3B
3C
3C
3C
3C
3B
3A
39
39
3C
3C
3E
3E
3E
41
44
46
45
45
46
46
45
45
45
45
45
44
43
44
43
44
42
42
45
45
42
42
44
43
44
44
43
41
3F
3E
3B
38
38
37
36
34
31
30
2F
2D
2C
2D
2D
2D
2C
2D
2C
2A
27
27
26
24
24
23
23
21
1F
1B
18
15
10
0C
0A
07
04
00
FD
FB
F8
F3
EE
EC
E8
E5
E3
E0
DC
D9
D7
D3
D0
CD
C9
C6
C2
BE
BC
B9
B7
B5
B2
B0
AF
AE
AD
AB
AA
AB
AC
AC
AB
AA
AB
AC
AD
AD
AE
AE
AE
AD
AB
AA
A8
A6
A3
A3
A3
A5
A8
AB
AC
AE
AC
A9
A6
A2
A0
FE
03
0A
10
16
19
13
0D
09
07
08
09
09
09
0A
0A
0C
0E
0F
11
13
16
17
18
1B
1D
1F
21
23
23
24
25
26
27
28
28
2A
29
2A
2C
2B
28
27
26
27
28
2A
2A
2A
2A
2B
2B
2D
2F
30
2F
30
31
32
34
36
38
3C
3C
3B
3B
39
39
38
36
35
35
36
38
38
39
3A
39
3B
40
43
46
45
43
41
3F
3E
3C
3D
3B
3A
38
38
38
36
35
37
39
3A
3D
3F
40
3F
3E
3D
3D
3E
3F
40
41
41
40
42
46
49
4A
4A
49
49
49
48
48
48
48
48
47
47
46
46
46
46
45
45
45
44
45
45
45
46
46
45
43
41
3F
3E
3C
3A
39
37
35
33
31
30
30
2F
2F
30
31
31
31
30
2D
29
29
28
26
26
26
25
23
21
1E
1B
18
14
0F
0C
0A
07
01
FD
FB
F9
F5
F1
EE
EA
E8
E6
E3
E0
DC
D8
D5
D2
CE
CB
C7
C4
C1
BD
BA
B9
B6
B4
B2
B0
AE
AD
AC
AA
AB
AB
AC
AA
AA
AB
AC
AC
AE
AE
AF
AF
AD
AC
AA
A8
A5
A3
A3
A3
A6
A8
AA
AD
AE
AD
AA
A7
A2
A0
FF
05
0B
12
18
1A
14
0F
0B
0A
0A
0B
0B
0C
0C
0D
0E
0E
10
13
14
16
17
18
1B
1D
20
23
24
25
25
26
27
29
2A
2A
2C
2B
2C
2D
2A
28
29
28
28
2A
2B
2B
2B
2C
2D
2D
2D
30
31
30
31
33
33
35
37
39
3B
3C
3D
3D
3C
3B
3B
39
38
38
3A
3B
39
3B
3C
3C
3D
41
45
47
47
45
42
40
3F
3E
3D
3D
3A
38
39
39
38
38
39
3B
3F
40
41
42
42
42
40
40
41
43
43
44
45
45
46
48
4B
4C
4C
4B
4B
4C
4B
4B
4B
4B
4B
4B
4B
4A
4A
4B
4B
4A
48
48
47
47
48
49
4B
4B
49
47
45
43
41
3F
3E
3C
3A
38
37
35
35
36
35
35
34
32
31
32
2F
2D
2A
29
29
27
27
27
25
24
22
1F
1C
19
16
14
12
0E
0A
03
FF
FD
FB
F8
F4
F2
EE
EB
E9
E7
E3
DF
D9
D5
D2
CE
CB
C8
C5
C1
BE
BA
B9
B7
B4
B1
B1
AF
AE
AC
AB
AB
AB
AB
AA
A9
AA
AB
AC
AD
AE
AF
AF
AE
AC
AB
A8
A3
A1
A1
A3
A6
A9
AB
AD
AE
AD
AA
A7
A2
A0
FF
05
0C
12
18
1B
13
0E
0B
0A
0B
0D
0D
0D
0D
0D
0F
11
13
14
16
17
18
18
1B
1C
1F
22
24
25
26
27
28
29
29
2A
2B
2B
2C
2C
2A
28
28
28
29
2B
2B
2B
2B
2C
2C
2D
2D
2E
2F
2E
31
33
33
35
36
38
3A
3B
3D
3D
3B
3A
39
38
38
37
37
39
38
39
3B
3D
3E
3F
42
44
44
44
43
3F
3F
3D
3D
3D
3B
38
38
39
38
37
39
3C
3E
3F
41
41
41
42
41
3F
40
41
41
44
46
47
48
4A
4D
4E
4D
4C
4B
4D
4C
4B
4D
4D
4C
4D
4C
4C
4B
4D
4C
4B
4A
4A
49
47
48
4A
4A
4A
49
46
44
42
3F
3F
3F
3B
3B
3A
38
36
37
38
38
38
38
35
34
33
30
2C
2A
29
2A
2A
28
27
26
26
23
21
1E
1A
17
14
12
0E
0B
06
01
FF
FD
FA
F6
F3
F1
ED
EA
E7
E3
E0
DB
D6
D2
CE
CC
CA
C7
C3
BE
BB
B9
B6
B4
B2
B2
AF
AF
AD
AC
AC
AC
AC
AB
A9
AA
AB
AC
AE
AF
B0
AF
AE
AD
AB
A9
A5
A2
A2
A2
A5
A8
AA
AC
AE
AC
A9
A6
A1
A0
00
07
0D
14
1A
1C
14
0F
0D
0B
0C
0E
0F
0F
10
0F
10
12
14
15
17
18
19
19
1C
1D
20
24
25
26
27
29
2A
2A
2A
2A
2B
2B
2B
2B
29
27
28
27
27
29
2A
29
2A
2C
2D
2C
2B
2D
30
2F
30
32
34
34
37
38
3A
3A
3B
3C
3A
38
38
38
37
36
37
38
38
3A
3E
3E
3D
3E
42
45
45
46
45
41
41
41
40
3F
3D
3B
3B
3C
3B
39
3B
3D
40
42
43
42
42
43
41
41
43
43
44
45
46
48
4A
4B
4F
50
4E
4E
4E
4F
4E
4D
4F
4F
4F
4F
4F
50
4F
50
50
4F
4B
4B
4B
4A
4B
4C
4B
4B
4A
48
49
46
43
42
41
3D
3D
3C
3A
37
38
38
37
37
37
36
35
34
32
2E
2C
2C
2F
2D
2B
2A
29
29
26
23
21
1E
1B
18
15
12
0F
0B
05
02
00
FC
F9
F7
F5
EF
EC
E9
E5
E1
DC
D8
D3
D0
CE
CA
C7
C4
C0
BC
BB
B8
B6
B4
B3
B0
AF
AE
AD
AD
AD
AD
AB
AA
AB
AC
AE
AF
B2
B2
AF
AE
AD
AC
A8
A5
A3
A3
